E sigma std
3406.88 7.4673 2.6357
3406.92 7.7058 2.6449
3406.95 7.9771 2.6553
3406.99 8.2837 2.667
3407.03 8.6286 2.6803
3407.07 9.0147 2.6951
3407.1 9.4518 2.7118
3407.14 9.9453 2.7307
3407.18 10.493 2.7517
3407.22 11.098 2.7749
3407.26 11.765 2.8005
3407.3 12.497 2.8286
3407.34 13.298 2.8593
3407.38 14.173 2.8928
3407.41 14.943 2.9224
3407.44 15.907 2.9593
3407.48 16.946 2.9991
3407.52 18.062 3.042
3407.55 19.26 3.0879
3407.59 20.54 3.137
3407.63 22.015 3.1935
3407.67 23.591 3.2539
3407.71 25.272 3.3184
3407.76 27.705 3.4117
3407.82 30.422 3.5159
3407.86 32.597 3.5992
3407.91 35.483 3.7099
3407.97 38.971 3.8436
3408.04 43.366 4.0121
3408.11 48.538 4.2104
3408.2 54.418 4.4359
3408.3 62.232 4.7355
3408.44 74.196 5.1942
3408.65 90.608 5.8234
3408.74 97.942 6.1046
3408.84 105.08 6.3784
3408.93 110.8 6.5975
3409.01 115.34 6.7717
3409.08 118.94 6.9099
3409.15 121.74 7.0171
3409.24 124.25 7.1132
3409.3 125.46 7.1599
3409.36 126.21 7.1886
3409.4 126.37 7.1946
3409.47 126.16 7.1865
3409.54 125.27 7.1522
3409.62 123.56 7.0867
3409.7 120.93 6.9859
3409.79 116.98 6.8346
3409.88 112.78 6.6736
3409.98 106.8 6.4441
3410.1 99.101 6.1491
3410.45 75.743 5.2535
3410.55 69.035 4.9963
3410.66 62.431 4.7431
3410.76 56.878 4.5302
3410.83 53.023 4.3824
3410.91 49.445 4.2452
3410.98 46.149 4.1188
3411.05 43.418 4.0141
3411.11 40.91 3.918
3411.18 38.616 3.83
3411.24 36.528 3.7499
3411.31 34.632 3.6773
3411.38 32.918 3.6116
3411.44 31.373 3.5523
3411.51 29.983 3.499
3411.57 28.765 3.4523
3411.64 27.67 3.4103
3411.73 26.38 3.3609
3411.81 25.261 3.318
3411.9 24.29 3.2807
3411.98 23.445 3.2483
3412.07 22.707 3.22
3412.16 22.061 3.1953
3412.28 21.231 3.1634
3412.41 20.536 3.1368
3412.54 19.946 3.1142
3412.72 19.285 3.0888
3412.89 18.736 3.0678
3413.11 18.148 3.0452
3413.33 17.669 3.0269
3413.62 17.177 3.008
3413.97 16.697 2.9896
3414.49 16.131 2.9679
3415.51 15.133 2.9297
3416.05 14.682 2.9124
3416.58 14.306 2.8979
3417.06 14.029 2.8873
3418.65 13.29 2.859
3419.85 12.676 2.8354
3420.68 12.326 2.822
3424.54 10.88 2.7666
3426 10.29 2.7439
3427.14 9.7764 2.7243
3427.99 9.348 2.7078
3428.85 8.869 2.6895
3429.42 8.5139 2.6759
3429.99 8.1231 2.6609
3430.42 7.8022 2.6486
3430.91 7.4045 2.6333
3431.25 7.0988 2.6216
3431.59 6.7698 2.609
3431.94 6.4154 2.5954
3432.29 6.0176 2.5801
3432.65 5.5921 2.5638
3433.16 4.9628 2.5397
3433.32 4.7741 2.5325
3433.45 4.6482 2.5276
3433.53 4.5764 2.5249
3433.61 4.5184 2.5227
3433.67 4.4865 2.5214
3433.73 4.4673 2.5207
3433.79 4.4629 2.5205
3433.84 4.4714 2.5209
3433.88 4.4877 2.5215
3433.92 4.5135 2.5225
3433.96 4.5501 2.5239
3434 4.5988 2.5257
3434.03 4.661 2.5281
3434.07 4.7382 2.5311
3434.11 4.8321 2.5347
3434.15 4.9446 2.539
3434.18 5.0498 2.543
3434.21 5.1694 2.5476
3434.25 5.3047 2.5528
3434.28 5.4567 2.5586
3434.31 5.6271 2.5652
3434.34 5.8171 2.5725
3434.37 6.0282 2.5806
3434.4 6.2621 2.5895
3434.44 6.5454 2.6004
3434.47 6.8599 2.6124
3434.51 7.2084 2.6258
3434.54 7.5932 2.6406
3434.57 8.0172 2.6568
3434.6 8.3625 2.6701
3434.63 8.7753 2.6859
3434.66 9.2205 2.7029
3434.69 9.6997 2.7213
3434.72 10.377 2.7473
3434.76 11.06 2.7735
3434.79 11.801 2.8019
3434.82 12.466 2.8274
3434.85 13.177 2.8546
3434.88 14.092 2.8897
3434.91 14.909 2.9211
3434.94 15.869 2.9578
3434.98 16.99 3.0008
3435.01 18.297 3.051
3435.06 19.86 3.1109
3435.1 21.583 3.1769
3435.13 23.231 3.2401
3435.17 24.855 3.3024
3435.21 26.877 3.3799
3435.24 28.724 3.4507
3435.28 31.014 3.5385
3435.33 33.816 3.646
3435.37 36.626 3.7537
3435.42 40.028 3.8841
3435.47 43.887 4.0321
3435.52 48.012 4.1902
3435.58 53.161 4.3877
3435.65 59.21 4.6196
3435.72 66.037 4.8813
3435.79 73.453 5.1657
3435.86 81.773 5.4847
3435.95 91.35 5.8519
3436.08 107.58 6.474
3436.32 138.28 7.6512
3436.43 151.47 8.1568
3436.52 161.75 8.5511
3436.61 170.24 8.8766
3436.69 177.84 9.1678
3436.77 184.39 9.4191
3436.86 190.03 9.6355
3436.95 194.34 9.8008
3437.01 196.54 9.8849
3437.1 198.01 9.9414
3437.13 198.17 9.9473
3437.2 197.85 9.9351
3437.26 196.7 9.8911
3437.33 194.59 9.8101
3437.4 191.38 9.687
3437.48 186.67 9.5067
3437.57 180.24 9.2602
3437.67 172.74 8.9724
3437.76 164.37 8.6516
3437.87 153.36 8.2293
3438.22 116.9 6.8317
3438.32 106.75 6.4423
3438.42 97.134 6.0736
3438.5 90.07 5.8028
3438.58 82.93 5.5291
3438.67 76.334 5.2761
3438.76 70.294 5.0446
3438.84 64.809 4.8343
3438.93 59.863 4.6446
3438.98 56.852 4.5292
3439.04 54.061 4.4222
3439.1 51.48 4.3232
3439.16 49.098 4.2319
3439.24 45.871 4.1082
3439.33 43.026 3.9991
3439.41 40.615 3.9067
3439.48 38.651 3.8314
3439.56 36.898 3.7641
3439.64 35.333 3.7041
3439.71 33.933 3.6505
3439.79 32.68 3.6024
3439.89 31.206 3.5459
3439.99 29.922 3.4967
3440.09 28.798 3.4536
3440.19 27.807 3.4156
3440.31 26.729 3.3742
3440.44 25.788 3.3382
3440.56 24.958 3.3063
3440.75 23.878 3.2649
3440.94 22.951 3.2294
3441.13 22.143 3.1984
3441.33 21.365 3.1686
3441.47 20.877 3.1499
3441.76 20.009 3.1166
3442.05 19.255 3.0877
3442.33 18.59 3.0622
3442.7 17.845 3.0336
3443.06 17.189 3.0085
3443.54 16.422 2.9791
3444.03 15.746 2.9532
3444.56 15.09 2.928
3445.13 14.447 2.9033
3445.99 13.574 2.8699
3446.95 12.668 2.8351
3449.18 10.661 2.7582
3450.12 9.7691 2.724
3450.8 9.0746 2.6974
3451.27 8.5609 2.6777
3451.75 8.0182 2.6569
3452.22 7.4425 2.6348
3452.61 6.9455 2.6157
3453.06 6.3362 2.5924
3453.51 5.6985 2.5679
3454.09 4.8731 2.5363
3454.28 4.6125 2.5263
3454.42 4.4271 2.5192
3454.54 4.2807 2.5136
3454.63 4.1796 2.5097
3454.72 4.0883 2.5062
3454.81 4.0094 2.5031
3454.87 3.9652 2.5015
3454.93 3.9278 2.5
3454.98 3.9057 2.4992
3455.03 3.8906 2.4986
3455.08 3.8833 2.4983
3455.09 3.8828 2.4983
3455.14 3.8875 2.4985
3455.18 3.8995 2.4989
3455.22 3.9174 2.4996
3455.25 3.9425 2.5006
3455.29 3.9757 2.5019
3455.33 4.0176 2.5035
3455.35 4.0508 2.5047
3455.39 4.1091 2.507
3455.43 4.1786 2.5096
3455.46 4.2601 2.5128
3455.5 4.3549 2.5164
3455.54 4.4715 2.5209
3455.58 4.6059 2.526
3455.62 4.7535 2.5317
3455.65 4.9063 2.5375
3455.68 5.0771 2.5441
3455.71 5.2234 2.5497
3455.74 5.4059 2.5567
3455.77 5.585 2.5636
3455.81 5.8474 2.5736
3455.83 6.0631 2.5819
3455.86 6.2694 2.5898
3455.89 6.5044 2.5988
3455.92 6.8342 2.6115
3455.95 7.212 2.6259
3455.99 7.6169 2.6415
3456.02 8.0387 2.6576
3456.06 8.5527 2.6773
3456.09 9.0179 2.6952
3456.12 9.5196 2.7144
3456.16 10.172 2.7394
3456.19 10.791 2.7632
3456.22 11.524 2.7913
3456.26 12.427 2.8259
3456.29 13.178 2.8547
3456.33 14.064 2.8887
3456.37 15.108 2.9287
3456.41 16.335 2.9757
3456.44 17.403 3.0167
3456.47 18.543 3.0604
3456.51 20.122 3.1209
3456.55 21.833 3.1865
3456.6 23.758 3.2604
3456.64 26 3.3463
3456.69 28.437 3.4397
3456.73 31.081 3.5411
3456.78 33.942 3.6508
3456.83 37.03 3.7692
3456.86 39.809 3.8758
3456.92 43.783 4.0281
3456.95 46.766 4.1425
3457 50.958 4.3032
3457.06 56.18 4.5034
3457.11 62.114 4.7309
3457.16 67.635 4.9426
3457.22 74.397 5.2019
3457.28 82.016 5.494
3457.35 90.199 5.8077
3457.42 100.55 6.2048
3457.5 112.16 6.6499
3457.57 124.44 7.1208
3457.67 140.61 7.7404
3457.79 160.92 8.5194
3458.07 211.71 10.467
3458.17 228.44 11.108
3458.26 243.63 11.69
3458.35 257.64 12.228
3458.44 270.17 12.708
3458.55 282.16 13.168
3458.62 289.08 13.433
3458.7 295.15 13.666
3458.77 298.87 13.808
3458.87 302.01 13.929
3458.95 302.68 13.954
3459.04 301.43 13.906
3459.12 298.41 13.791
3459.2 293.79 13.614
3459.28 287.66 13.379
3459.37 279.01 13.047
3459.47 268.84 12.657
3459.57 256.44 12.182
3459.72 235.39 11.375
3460.07 185.25 9.4522
3460.2 167.04 8.7539
3460.31 152.76 8.2066
3460.42 139.51 7.6982
3460.51 130.29 7.3448
3460.59 121.72 7.0164
3460.68 113.55 6.7031
3460.76 106.07 6.4161
3460.85 99.244 6.1545
3460.93 93.056 5.9173
3461.02 87.46 5.7028
3461.1 82.417 5.5094
3461.19 77.88 5.3354
3461.28 73.805 5.1792
3461.37 69.709 5.0221
3461.47 66.081 4.883
3461.57 62.863 4.7597
3461.66 60.004 4.65
3461.76 57.456 4.5524
3461.86 55.179 4.465
3461.95 53.135 4.3867
3462.1 50.44 4.2833
3462.24 48.113 4.1941
3462.39 46.084 4.1163
3462.53 44.299 4.0479
3462.73 42.225 3.9684
3462.92 40.411 3.8988
3463.12 38.808 3.8374
3463.32 37.397 3.7833
3463.52 36.143 3.7352
3463.73 34.923 3.6884
3464.05 33.356 3.6283
3464.35 32.086 3.5796
3464.62 31.064 3.5404
3465 29.844 3.4937
3465.39 28.747 3.4516
3465.79 27.756 3.4136
3466.19 26.887 3.3803
3466.79 25.765 3.3373
3467.4 24.801 3.3003
3468.01 23.972 3.2685
3468.65 23.223 3.2398
3469.34 22.517 3.2127
3470.26 21.707 3.1817
3471.42 20.844 3.1486
3472.5 20.151 3.122
3473.82 19.415 3.0938
3475.53 18.584 3.0619
3479.17 16.952 2.9994
3480.24 16.419 2.979
3481.08 15.932 2.9603
3481.66 15.535 2.9451
3482.14 15.144 2.9301
3482.63 14.675 2.9121
3483.17 14.032 2.8874
3483.47 13.693 2.8744
3483.64 13.537 2.8685
3483.76 13.483 2.8664
3483.8 13.479 2.8662
3483.92 13.522 2.8679
3484.01 13.608 2.8712
3484.09 13.753 2.8767
3484.17 13.97 2.8851
3484.24 14.229 2.895
3484.3 14.511 2.9058
3484.36 14.853 2.9189
3484.42 15.264 2.9347
3484.48 15.749 2.9532
3484.54 16.315 2.975
3484.6 16.968 3
3484.66 17.715 3.0286
3484.71 18.412 3.0553
3484.77 19.342 3.091
3484.83 20.379 3.1308
3484.89 21.524 3.1747
3484.95 22.78 3.2228
3485.01 24.145 3.2752
3485.09 25.978 3.3455
3485.16 27.969 3.4218
3485.24 30.106 3.5037
3485.34 33.203 3.6225
3485.47 37.521 3.788
3485.74 46.708 4.1403
3485.87 50.846 4.2989
3485.98 53.978 4.419
3486.08 56.277 4.5071
3486.17 58.213 4.5814
3486.26 59.688 4.6379
3486.33 60.581 4.6722
3486.4 61.116 4.6927
3486.49 61.435 4.7049
3486.5 61.442 4.7052
3486.58 61.317 4.7004
3486.65 60.873 4.6833
3486.75 59.883 4.6454
3486.85 58.46 4.5908
3486.96 56.3 4.508
3487.04 54.489 4.4386
3487.16 51.603 4.3279
3487.56 41.236 3.9304
3487.68 38.267 3.8166
3487.8 35.506 3.7108
3487.88 33.816 3.646
3487.99 31.742 3.5664
3488.09 30.004 3.4998
3488.19 28.477 3.4413
3488.29 27.151 3.3904
3488.4 26.009 3.3466
3488.51 24.981 3.3072
3488.63 24.029 3.2707
3488.75 23.247 3.2407
3488.87 22.605 3.2161
3488.95 22.241 3.2022
3489.11 21.637 3.179
3489.3 21.077 3.1575
3489.5 20.642 3.1408
3489.79 20.139 3.1216
3490.05 19.787 3.1081
3490.53 19.27 3.0883
3491.01 18.865 3.0727
3491.76 18.372 3.0538
3492.64 17.911 3.0362
3494.54 17.032 3.0025
3494.88 16.968 3
3495.1 17.005 3.0014
3495.34 17.14 3.0066
3495.6 17.41 3.017
3495.93 17.877 3.0349
3496.34 18.477 3.0579
3496.57 18.717 3.0671
3496.77 18.828 3.0713
3496.86 18.843 3.0719
3497.11 18.781 3.0695
3497.33 18.624 3.0635
3497.79 18.12 3.0442
3498.18 17.701 3.0281
3498.46 17.453 3.0186
3498.92 17.163 3.0075
3499.52 16.924 2.9983
3500.13 16.758 2.992
3501.37 16.503 2.9822
3503.81 16.126 2.9677
3506.75 15.775 2.9542
3510.6 15.369 2.9387
3512.01 15.262 2.9346
3512.4 15.256 2.9344
3513.16 15.268 2.9348
3513.86 15.227 2.9333
3515.46 14.945 2.9224
3519.45 14.545 2.9071
3521.1 14.336 2.8991
3521.32 14.327 2.8987
3521.85 14.363 2.9001
3522.84 14.532 2.9066
3523.06 14.543 2.907
3523.64 14.498 2.9053
3524.69 14.331 2.8989
3525.1 14.265 2.8963
3526.65 14.104 2.8902
3527.45 14.065 2.8887
3528.12 14.11 2.8904
3528.98 14.222 2.8947
3529.1 14.225 2.8948
3529.53 14.182 2.8932
3530.07 14.032 2.8874
3530.86 13.796 2.8784
3531.4 13.695 2.8745
3538.53 12.974 2.8469
3540.69 12.717 2.837
3542.65 12.461 2.8272
3544.14 12.329 2.8221
3546.09 12.011 2.8099
3548.1 11.641 2.7958
3549.75 11.288 2.7822
3551 10.977 2.7703
3552.12 10.656 2.758
3553.11 10.328 2.7454
3553.93 10.017 2.7335
3554.74 9.6596 2.7198
3555.42 9.3135 2.7065
3555.95 9.0021 2.6946
3556.49 8.6475 2.681
3556.84 8.3816 2.6708
3557.2 8.0873 2.6595
3557.55 7.7596 2.6469
3557.91 7.3934 2.6329
3558.26 6.9872 2.6173
3558.7 6.4586 2.5971
3558.85 6.2995 2.591
3558.95 6.2093 2.5875
3559.05 6.1398 2.5848
3559.14 6.1024 2.5834
3559.18 6.0957 2.5831
3559.25 6.1045 2.5835
3559.31 6.1403 2.5849
3559.36 6.1822 2.5865
3559.4 6.2409 2.5887
3559.45 6.3186 2.5917
3559.49 6.4176 2.5955
3559.54 6.5407 2.6002
3559.58 6.6907 2.606
3559.63 6.8708 2.6129
3559.67 7.0843 2.621
3559.7 7.2685 2.6281
3559.74 7.475 2.636
3559.77 7.7137 2.6452
3559.81 7.9982 2.6561
3559.84 8.3164 2.6683
3559.88 8.6709 2.6819
3559.92 9.0642 2.697
3559.95 9.4988 2.7136
3559.99 9.9781 2.732
3560.03 10.504 2.7522
3560.06 11.08 2.7743
3560.1 11.709 2.7984
3560.14 12.394 2.8246
3560.18 13.299 2.8593
3560.21 14.01 2.8866
3560.25 14.77 2.9157
3560.28 15.581 2.9468
3560.33 16.898 2.9973
3560.37 18.339 3.0526
3560.42 19.942 3.114
3560.47 21.751 3.1834
3560.52 23.716 3.2587
3560.57 25.61 3.3313
3560.61 27.511 3.4042
3560.66 29.527 3.4815
3560.71 32.213 3.5845
3560.75 34.492 3.6719
3560.81 37.915 3.8031
3560.88 42.173 3.9664
3560.96 47.187 4.1586
3561.05 53.203 4.3893
3561.14 59.944 4.6477
3561.28 70.802 5.0641
3561.5 87.403 5.7006
3561.59 94.58 5.9757
3561.7 101.57 6.2436
3561.79 107.15 6.4576
3561.87 111.58 6.6276
3561.95 115.09 6.762
3562.03 118.16 6.8799
3562.12 120.39 6.9652
3562.2 121.74 7.0171
3562.27 122.13 7.0322
3562.35 121.88 7.0223
3562.42 120.87 6.9838
3562.51 119 6.9122
3562.59 116.25 6.8065
3562.68 112.69 6.67
3562.78 107.91 6.4868
3562.88 102.46 6.278
3562.98 95.987 6.0297
3563.23 79.83 5.4102
3563.37 70.687 5.0596
3563.49 63.581 4.7872
3563.58 58.388 4.5881
3563.67 53.544 4.4024
3563.76 49.08 4.2312
3563.84 45.555 4.0961
3563.91 42.829 3.9915
3563.97 40.308 3.8949
3564.04 37.986 3.8059
3564.1 35.857 3.7242
3564.17 33.912 3.6497
3564.23 32.141 3.5817
3564.3 30.533 3.5201
3564.37 28.852 3.4556
3564.44 27.563 3.4062
3564.5 26.4 3.3616
3564.57 25.351 3.3214
3564.63 24.406 3.2852
3564.72 23.288 3.2423
3564.81 22.313 3.2049
3564.89 21.461 3.1722
3564.98 20.713 3.1436
3565.07 20.014 3.1168
3565.17 19.364 3.0919
3565.27 18.792 3.0699
3565.42 18.051 3.0415
3565.56 17.418 3.0172
3565.71 16.866 2.9961
3565.88 16.293 2.9741
3566.11 15.636 2.9489
3566.34 15.059 2.9268
3566.57 14.54 2.9069
3566.87 13.916 2.883
3567.22 13.263 2.858
3567.8 12.289 2.8206
3569.14 10.121 2.7375
3569.61 9.3089 2.7063
3569.98 8.6361 2.6805
3570.43 7.7857 2.6479
3570.89 6.8981 2.6139
3571.02 6.6589 2.6047
3571.15 6.4401 2.5963
3571.25 6.2911 2.5906
3571.32 6.2011 2.5872
3571.4 6.1328 2.5846
3571.46 6.0992 2.5833
3571.52 6.0835 2.5827
3571.57 6.0908 2.583
3571.62 6.1233 2.5842
3571.68 6.1862 2.5866
3571.72 6.2474 2.589
3571.76 6.326 2.592
3571.79 6.4238 2.5957
3571.83 6.5498 2.6006
3571.87 6.7103 2.6067
3571.92 6.9026 2.6141
3571.95 7.0697 2.6205
3571.98 7.2579 2.6277
3572.01 7.4691 2.6358
3572.04 7.7046 2.6448
3572.07 7.9663 2.6549
3572.1 8.2558 2.666
3572.14 8.5754 2.6782
3572.18 9.0333 2.6958
3572.21 9.4089 2.7102
3572.23 9.8178 2.7259
3572.26 10.262 2.7429
3572.29 10.743 2.7613
3572.32 11.262 2.7812
3572.35 11.823 2.8028
3572.38 12.428 2.8259
3572.42 13.213 2.856
3572.45 14.068 2.8888
3572.49 14.995 2.9244
3572.53 16 2.9629
3572.56 17.086 3.0045
3572.6 18.256 3.0494
3572.64 19.734 3.1061
3572.68 21.102 3.1585
3572.71 22.441 3.2098
3572.75 24.403 3.285
3572.79 26.09 3.3497
3572.83 28.196 3.4305
3572.87 30.621 3.5235
3572.92 33.428 3.6311
3572.97 36.595 3.7525
3573.02 39.611 3.8682
3573.06 42.818 3.9911
3573.11 46.454 4.1305
3573.17 51.306 4.3166
3573.23 56.77 4.5261
3573.29 62.673 4.7524
3573.37 70.076 5.0362
3573.44 77.991 5.3397
3573.52 86.915 5.6819
3573.64 99.996 6.1834
3573.96 140.11 7.7213
3574.09 154.97 8.291
3574.18 164.13 8.6422
3574.26 172.04 8.9456
3574.33 178.7 9.201
3574.42 184.99 9.4421
3574.49 189.73 9.6239
3574.58 193.69 9.7757
3574.64 195.99 9.8638
3574.73 197.67 9.9284
3574.79 197.94 9.9386
3574.86 197.37 9.9169
3574.93 195.86 9.8588
3575.01 193.24 9.7585
3575.1 189.15 9.6015
3575.19 183.32 9.378
3575.29 176.33 9.1101
3575.38 168.4 8.8061
3575.5 158.08 8.4103
3575.74 133.85 7.4812
3575.89 119.01 6.9123
3576 109.54 6.5492
3576.1 100.57 6.2054
3576.19 93.157 5.9212
3576.27 86.26 5.6567
3576.36 79.904 5.413
3576.45 74.098 5.1904
3576.54 68.835 4.9886
3576.63 64.098 4.807
3576.72 59.859 4.6445
3576.81 56.087 4.4998
3576.9 52.741 4.3716
3576.99 49.785 4.2583
3577.07 47.311 4.1634
3577.15 45.354 4.0884
3577.25 43.049 4
3577.35 41.045 3.9231
3577.45 39.3 3.8562
3577.55 37.775 3.7978
3577.65 36.436 3.7464
3577.75 35.255 3.7011
3577.85 34.206 3.6609
3577.97 33.034 3.616
3578.1 32.008 3.5767
3578.29 30.686 3.526
3578.48 29.566 3.483
3578.6 28.907 3.4577
3578.86 27.754 3.4136
3579.08 26.883 3.3801
3579.3 26.118 3.3508
3579.6 25.23 3.3168
3579.9 24.462 3.2873
3580.26 23.665 3.2568
3580.67 22.869 3.2263
3581.09 22.186 3.2001
3581.71 21.321 3.1669
3582.21 20.735 3.1444
3582.9 20.043 3.1179
3583.77 19.315 3.09
3584.57 18.742 3.068
3585.77 18.019 3.0403
3586.89 17.425 3.0175
3588.5 16.658 2.9881
3590.29 15.822 2.9561
3591.28 15.284 2.9354
3591.87 14.889 2.9203
3592.8 14.157 2.8922
3592.99 14.055 2.8883
3593.13 14.026 2.8872
3593.27 14.061 2.8886
3593.36 14.134 2.8913
3593.46 14.256 2.896
3593.56 14.464 2.904
3593.66 14.76 2.9153
3593.74 15.05 2.9265
3593.82 15.404 2.94
3593.9 15.828 2.9563
3593.98 16.327 2.9754
3594.05 16.904 2.9976
3594.13 17.562 3.0228
3594.21 18.301 3.0511
3594.29 19.12 3.0825
3594.37 20.11 3.1205
3594.46 21.184 3.1616
3594.57 22.656 3.2181
3594.77 25.535 3.3285
3594.96 28.388 3.4379
3595.1 30.311 3.5116
3595.23 31.79 3.5683
3595.34 32.92 3.6116
3595.44 33.731 3.6427
3595.54 34.284 3.6639
3595.63 34.603 3.6761
3595.72 34.729 3.681
3595.8 34.667 3.6786
3595.89 34.445 3.6701
3595.99 33.958 3.6514
3596.12 33.122 3.6194
3596.26 31.893 3.5722
3596.41 30.292 3.5109
3596.77 26.399 3.3616
3596.92 24.802 3.3004
3597.08 23.375 3.2457
3597.19 22.492 3.2118
3597.3 21.709 3.1818
3597.41 21.022 3.1554
3597.52 20.424 3.1325
3597.67 19.738 3.1062
3597.83 19.159 3.084
3598.01 18.647 3.0644
3598.2 18.214 3.0478
3598.44 17.771 3.0308
3598.72 17.367 3.0153
3599.06 16.961 2.9997
3599.46 16.592 2.9856
3599.83 16.326 2.9754
3600.28 16.075 2.9658
3601.09 15.74 2.9529
3602.25 15.37 2.9387
3604.87 14.703 2.9131
3610.33 13.497 2.8669
3613.05 12.846 2.842
3614.67 12.405 2.8251
3616.1 11.957 2.8079
3617.38 11.495 2.7902
3618.34 11.092 2.7747
3619.13 10.709 2.76
3619.84 10.31 2.7447
3620.31 10.004 2.733
3621.24 9.3373 2.7074
3621.45 9.2229 2.703
3621.59 9.1758 2.7012
3621.69 9.1634 2.7008
3621.8 9.1784 2.7013
3621.91 9.2287 2.7033
3622.02 9.3214 2.7068
3622.13 9.4636 2.7123
3622.24 9.6618 2.7199
3622.34 9.9022 2.7291
3622.44 10.199 2.7405
3622.54 10.553 2.7541
3622.64 10.964 2.7698
3622.75 11.462 2.7889
3622.86 12.012 2.81
3623.04 13.008 2.8482
3623.3 14.43 2.9027
3623.42 15.041 2.9261
3623.54 15.58 2.9468
3623.65 15.987 2.9624
3623.76 16.257 2.9727
3623.85 16.409 2.9786
3623.95 16.467 2.9808
3623.96 16.467 2.9808
3624.04 16.428 2.9793
3624.14 16.279 2.9736
3624.24 16.023 2.9638
3624.34 15.705 2.9516
3624.44 15.267 2.9348
3624.57 14.602 2.9093
3624.7 13.882 2.8817
3624.94 12.358 2.8233
3625.16 11.009 2.7715
3625.27 10.371 2.7471
3625.38 9.7691 2.724
3625.5 9.1635 2.7008
3625.62 8.6086 2.6795
3625.71 8.2256 2.6648
3625.79 7.87 2.6512
3625.88 7.5402 2.6385
3625.97 7.2345 2.6268
3626.06 6.951 2.6159
3626.15 6.6878 2.6058
3626.27 6.3656 2.5935
3626.37 6.1209 2.5841
3626.48 5.8547 2.5739
3626.56 5.6929 2.5677
3626.64 5.5446 2.562
3626.72 5.4108 2.5569
3626.8 5.2937 2.5524
3626.88 5.1958 2.5486
3626.94 5.1373 2.5464
3626.98 5.1024 2.5451
3627.03 5.0747 2.544
3627.08 5.0613 2.5435
3627.11 5.0606 2.5435
3627.16 5.0723 2.5439
3627.21 5.1038 2.5451
3627.25 5.1421 2.5466
3627.29 5.1942 2.5486
3627.33 5.2617 2.5512
3627.36 5.3461 2.5544
3627.41 5.4654 2.559
3627.44 5.5597 2.5626
3627.47 5.6668 2.5667
3627.5 5.7877 2.5713
3627.52 5.9234 2.5765
3627.55 6.0748 2.5823
3627.58 6.2431 2.5888
3627.62 6.4788 2.5978
3627.65 6.717 2.607
3627.68 6.9817 2.6171
3627.72 7.2749 2.6284
3627.75 7.5984 2.6408
3627.79 7.9963 2.656
3627.82 8.3456 2.6694
3627.85 8.7243 2.6839
3627.87 9.134 2.6996
3627.91 9.6925 2.721
3627.94 10.242 2.7421
3627.98 10.839 2.765
3628.01 11.56 2.7927
3628.05 12.347 2.8228
3628.08 13.027 2.8489
3628.12 14.038 2.8877
3628.15 14.935 2.9221
3628.19 16.178 2.9697
3628.23 17.412 3.017
3628.27 18.814 3.0708
3628.31 20.331 3.1289
3628.36 22.126 3.1978
3628.39 23.738 3.2596
3628.43 25.46 3.3256
3628.48 27.872 3.4181
3628.52 30.069 3.5023
3628.56 32.86 3.6093
3628.6 35.39 3.7063
3628.65 38.332 3.8191
3628.7 42.284 3.9706
3628.74 45.378 4.0893
3628.79 48.946 4.2261
3628.83 52.718 4.3707
3628.9 58.755 4.6021
3628.96 65.584 4.864
3629.04 73.54 5.169
3629.12 82.428 5.5098
3629.2 91.951 5.8749
3629.28 103.11 6.3027
3629.4 118.72 6.9011
3629.7 160.66 8.5094
3629.81 174.56 9.0424
3629.91 186.86 9.5139
3630 197.42 9.9189
3630.1 207.3 10.297
3630.18 213.98 10.554
3630.26 219.53 10.766
3630.35 224.27 10.948
3630.43 227.39 11.068
3630.5 228.72 11.119
3630.55 229.03 11.131
3630.6 228.87 11.125
3630.69 227.2 11.061
3630.78 223.8 10.93
3630.88 218.79 10.738
3630.96 212.79 10.508
3631.05 205.7 10.236
3631.17 194.86 9.8205
3631.29 182.84 9.3596
3631.53 156.23 8.3393
3631.69 137.88 7.6358
3631.81 125.89 7.1764
3631.92 114.62 6.7442
3632.01 106.72 6.4412
3632.09 99.341 6.1583
3632.16 93.458 5.9327
3632.24 87.977 5.7226
3632.31 82.893 5.5276
3632.38 78.2 5.3477
3632.46 73.883 5.1822
3632.53 69.928 5.0306
3632.6 66.315 4.892
3632.67 63.023 4.7658
3632.75 60.029 4.651
3632.82 57.311 4.5468
3632.89 54.845 4.4523
3632.97 52.61 4.3666
3633.08 49.643 4.2528
3633.18 47.08 4.1545
3633.26 45.565 4.0964
3633.37 43.541 4.0189
3633.48 41.776 3.9512
3633.59 40.226 3.8918
3633.7 38.858 3.8393
3633.86 37.084 3.7713
3634.02 35.575 3.7134
3634.21 34.141 3.6584
3634.42 32.68 3.6024
3634.64 31.435 3.5547
3634.86 30.359 3.5134
3635.15 29.129 3.4663
3635.46 28.023 3.4239
3635.79 27.028 3.3857
3636.12 26.181 3.3533
3636.45 25.463 3.3257
3636.77 24.874 3.3031
3637.23 24.182 3.2766
3638.68 22.443 3.2099
3639.44 21.488 3.1733
3639.96 20.955 3.1529
3640.49 20.517 3.1361
3641.31 19.971 3.1151
3642.42 19.368 3.092
3643.82 18.743 3.0681
3644.68 18.422 3.0557
3646.38 17.872 3.0347
3648.46 17.327 3.0138
3650.53 16.873 2.9963
3652.9 16.439 2.9797
